Артикул	Наименование	Раздел	Бренд	Штрих-код	Серия	Модель	Главное фото	Изображение 2	Изображение 3	Изображение 4	Изображение 5	Изображение 6	Изображение 7	Изображение 8	Изображение 9	Изображение 10	Изображение 11	Изображение 12	Чертёж	Инструкция	Видео (монтаж изделия)	Видео (обзор)	Видео  (сборка)		Ссылка на изображения (файлообменник с фотографиями)	Ссылка на инструкции и схемы (jpg, pdf файлы)	Длина, см	Ширина, см	Высота, см	Вес, кг (вес товара без упаковки)	Ширина упаковки, м	Длина упаковки, м	Глубина упаковки, м	Материал упаковки 	Количество коробок	Объем, м3 (объем товара в упаковке)	Масса, кг (вес товара вместе с упаковкой)	Регулировка	Цвет	Направление  выпуска	Диаметр слива, см	Длина внешней части, см	Ширина внешней части, см	Диаметр  подключения, см	Вид затвора	Материал слива	Материал решетки	Вид решетки	Регулировка	Размещение	Монтаж	Макс. пропускная способность, л/мин	Гарантия	Комплектация	ОПИСАНИЕ	Страна	 Цена
092113	Желоб BERGES водосток SIMPEL 1000, золото глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016714213	SIMPEL	SIMPEL 1000	https://berges.ru/image/catalog/Channels/Simpel/gold_Simpel_v_800_1000.jpg	https://berges.ru/image/catalog/Channels/Simpel/gold_01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/gold_07_grid.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_h-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/6wzo6oCOsujkJQ	https://yadi.sk/d/Tk_u4q5sy70D5g	100	31,2	7,5	3,2	0,18	1,05	0,14	картон	1	0,02646	3,6	по высоте	золото глянец	боковой	5	100	4,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  39 730 
090010	Желоб BERGES водосток SIMPEL 400, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713032	SIMPEL	SIMPEL 400	https://berges.ru/image/catalog/Channels/Simpel/Simpel_v_400_600.jpg	https://berges.ru/image/catalog/Channels/Simpel/01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/07_grid.jpg	https://berges.ru/image/catalog/Channels/Simpel/int_Simpel_2.jpg				https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/PJVyCRGbuc2R8w	https://yadi.sk/d/cSFycU37HgTnYg	40	12,1	22	2,4	0,18	0,82	0,14	картон	1	0,020664	2,8	по высоте	матовый хром	вертикальный	5	40	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  17 820 
090011	Желоб BERGES водосток SIMPEL 600, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713049	SIMPEL	SIMPEL 600	https://berges.ru/image/catalog/Channels/Simpel/Simpel_v_400_600.jpg	https://berges.ru/image/catalog/Channels/Simpel/01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/07_grid.jpg	https://berges.ru/image/catalog/Channels/Simpel/int_Simpel_2.jpg				https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/pRsop12FoCtfbg	https://yadi.sk/d/AKFGNXJ5r-nTEA	60	12,1	22	2,6	0,18	0,82	0,14	картон	1	0,020664	3	по высоте	матовый хром	вертикальный	5	60	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  24 120 
090012	Желоб BERGES водосток SIMPEL 800, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713056	SIMPEL	SIMPEL 800	https://berges.ru/image/catalog/Channels/Simpel/Simpel_v_800_1000.jpg	https://berges.ru/image/catalog/Channels/Simpel/01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/07_grid.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/i6fHJNTUmyuoMQ	https://yadi.sk/d/vXOM_fgZ-1XoZA	80	12,1	22	2,8	0,18	0,82	0,14	картон	1	0,020664	3,2	по высоте	матовый хром	вертикальный	5	80	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  30 870 
090013	Желоб BERGES водосток SIMPEL 1000, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713063	SIMPEL	SIMPEL 1000	https://berges.ru/image/catalog/Channels/Simpel/Simpel_v_800_1000.jpg	https://berges.ru/image/catalog/Channels/Simpel/01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/07_grid.jpg	https://berges.ru/image/catalog/Channels/Simpel/int_Simpel_2.jpg				https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/feKYLRT5jSMUCw	https://yadi.sk/d/Pae2sZBCp5YSwQ	100	12,1	22	3,2	0,18	1,05	0,14	картон	1	0,02646	3,6	по высоте	матовый хром	вертикальный	5	100	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  33 680 
091011	Желоб BERGES водосток SIMPEL 600, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016711694	SIMPEL	SIMPEL 600													https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/hJkftrk2s5F7TA	https://yadi.sk/d/csibHAn0-qcmKg	60	12,1	22	2,6	0,18	0,82	0,14	картон	1	0,020664	3	по высоте	хром глянец	вертикальный	5	60	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  25 970 
091012	Желоб BERGES водосток SIMPEL 800, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016711700	SIMPEL	SIMPEL 800	https://berges.ru/image/catalog/Channels/Simpel/Simpel_v_800_1000.jpg	https://berges.ru/image/catalog/Channels/Simpel/01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/07_grid.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/BwwlDC3IY8f4KQ	https://yadi.sk/d/faLQIQ7CO1CiLw	80	12,1	22	2,8	0,18	0,82	0,14	картон	1	0,020664	3,2	по высоте	хром глянец	вертикальный	5	80	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  32 740 
091013	Желоб BERGES водосток SIMPEL 1000, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016714138	SIMPEL	SIMPEL 1000	https://berges.ru/image/catalog/Channels/Simpel/Simpel_v_800_1000.jpg	https://berges.ru/image/catalog/Channels/Simpel/01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/07_grid.jpg	https://berges.ru/image/catalog/Channels/Simpel/int_Simpel_2.jpg				https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/6No4I0vQ3xzH3g	https://yadi.sk/d/BbBNRHwIEUMz0w	100	12,1	22	3,2	0,18	1,05	0,14	картон	1	0,02646	3,6	по высоте	хром глянец	вертикальный	5	100	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  35 590 
092011	Желоб BERGES водосток SIMPEL 600, золото глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016714237	SIMPEL	SIMPEL 600													https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/SVxisf51lr6Qng	https://yadi.sk/d/YbotgImpBmHgBg	60	12,1	22	2,6	0,18	0,82	0,14	картон	1	0,020664	3	по высоте	золото глянец	вертикальный	5	60	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  36 640 
092012	Желоб BERGES водосток SIMPEL 800, золото глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016714244	SIMPEL	SIMPEL 800	https://berges.ru/image/catalog/Channels/Simpel/gold_Simpel_v_800_1000.jpg	https://berges.ru/image/catalog/Channels/Simpel/gold_01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/gold_07_grid.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/lSJmRavId5DGVA	https://yadi.sk/d/p9WVu0g5A1iP_w	80	12,1	22	2,8	0,18	0,82	0,14	картон	1	0,020664	3,2	по высоте	золото глянец	вертикальный	5	80	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  38 810 
092013	Желоб BERGES водосток SIMPEL 1000, золото глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016714251	SIMPEL	SIMPEL 1000	https://berges.ru/image/catalog/Channels/Simpel/gold_Simpel_v_800_1000.jpg	https://berges.ru/image/catalog/Channels/Simpel/gold_01_int_Simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/02_elements_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/03_simpel_instal_h.jpg	https://berges.ru/image/catalog/Channels/Simpel/04_color_simpel.jpg	https://berges.ru/image/catalog/Channels/Simpel/05_simpel.png	https://berges.ru/image/catalog/Channels/Simpel/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/Simpel/gold_07_grid.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_Simpel_1_v-1000x1000.png	https://berges.ru/index.php?route=product/product/download&product_id=114&download_id=26	https://www.youtube.com/watch?v=vOn9WYLUuvw&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=2	https://www.youtube.com/watch?v=kp0dIpnmyEY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=14			https://yadi.sk/d/aj4ahyDnG4RkEw	https://yadi.sk/d/0FCUVe69KLsvuw	100	12,1	22	3,2	0,18	1,05	0,14	картон	1	0,02646	3,6	по высоте	золото глянец	вертикальный	5	100	4,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка-желоб водосток, нержавеющая сталь AISI 304 Декоративная заглушка с сеткой для волос, нержавеющая сталь AISI 304 Переходник, PP Корпус PP c гидроизоляцией Самопромывной S-образный сифон PP: вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажные углы и ключ, пластик	Турция	  39 730 
090180	Желоб BERGES водосток SUPER line 550, матовый хром, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016718037	SUPER Line	SUPER Line 550	https://berges.ru/image/catalog/Channels/Super_Line/Super_Line_h_550_750.jpg	https://berges.ru/image/catalog/Channels/Super_Line/01_int_Super_Line.jpg	https://berges.ru/image/catalog/Channels/Super_Line/02_elements_h.png	https://berges.ru/image/catalog/Channels/Super_Line/03_Super_Line_h_v.jpg	https://berges.ru/image/catalog/Channels/Super_Line/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/Super_Line/07_parts.jpg	https://berges.ru/image/catalog/Channels/Super_Line/SuperLine_gif.gif						https://berges.ru/image/cache/catalog/Channels/draw/draw_Super_Line-1000x1000.jpg	https://berges.ru/index.php?route=product/product/download&product_id=274&download_id=27		https://www.youtube.com/watch?v=3wSc0rAv8Ng&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=11			https://yadi.sk/d/BXhrVXWUgUGABQ	https://yadi.sk/d/mw9lTLINcGTyBA	58	31,2	7,5	2,6	0,18	0,82	0,14	картон	1	0,020664	3	по высоте	матовый хром	боковой	5	60	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  16 040 
090181	Желоб BERGES водосток SUPER line 650, матовый хром, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016718013	SUPER Line	SUPER Line 650	https://berges.ru/image/catalog/Channels/Super_Line/Super_Line_h_550_750.jpg	https://berges.ru/image/catalog/Channels/Super_Line/01_int_Super_Line.jpg	https://berges.ru/image/catalog/Channels/Super_Line/02_elements_h.png	https://berges.ru/image/catalog/Channels/Super_Line/03_Super_Line_h_v.jpg	https://berges.ru/image/catalog/Channels/Super_Line/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/Super_Line/07_parts.jpg	https://berges.ru/image/catalog/Channels/Super_Line/SuperLine_gif.gif						https://berges.ru/image/cache/catalog/Channels/draw/draw_Super_Line-1000x1000.jpg	https://berges.ru/index.php?route=product/product/download&product_id=274&download_id=27		https://www.youtube.com/watch?v=3wSc0rAv8Ng&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=11			https://yadi.sk/d/xVtgXveRUdnX0Q	https://yadi.sk/d/mDCwhL5EHWkB_A	68	31,2	7,5	2,8	0,18	0,82	0,14	картон	1	0,020664	3,2	по высоте	матовый хром	боковой	5	70	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  18 180 
