Наименование	Артикул	Категория	ОПТ ₽	РРЦ ₽	Штрих-код	Бренд	Страна	Гарантия	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4	СХЕМА	Модификация	Установка	Форма	Материал	Цвет	Объем, л	Антискользящее покрытие	Подголовник	Ручки	Слив-перелив	Расположение cлива	Каркас	Ножки	Комплектация	Мультимедиа	Дезинфекция	Озонирование	Хромотерапия	Защита от сухого пуска	Гидромассаж	Форсунок гидромассажа	Массаж спины	Аэромассаж	Форсунок аэромассажа	Исполнение форсунок	Тип управления	Регулировка интенсивности массажа	Длина, см	Ширина, см	Высота, см	Глубина, см	Длина упаковки, м	Ширина упаковки, м	Высота упаковки, м	Объем упаоквки, м3	Вес в упаковке, кг
Акриловая ванна ABBER AB9411-1.7	AB9411-1.7	Ванны	108 300	151 620	4603757436663	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9411-1-7_kg_big_6324.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9411-1-7_kgi_big_24096.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9411-1-7_kgi_big_24097.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9411-1-7_kgi_big_24098.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9411-1-7_kgi_big_24099.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	240	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	58	45,6	1,73	0,78	0,61	0,823	49
Акриловая ванна ABBER AB9438-1.7 L	AB9438-1.7 L	Ванны	108 300	151 620	4603757436687	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-l_kg_big_6325.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-l_kgi_big_24100.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-l_kgi_big_24101.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-l_kgi_big_24102.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-l_kgi_big_24103.jpg	левосторонняя	пристенная	угловая асимметричная	акрил	белый	240	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,83	0,61	0,876	49
Акриловая ванна ABBER AB9438-1.7 R	AB9438-1.7 R	Ванны	108 300	151 620	4603757436694	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-r_kg_big_6326.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-r_kgi_big_24104.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-r_kgi_big_24105.jpg			https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9438-1-7-r_kgi_big_24106.jpg	правосторонняя	пристенная	угловая асимметричная	акрил	белый	240	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,83	0,61	0,876	49
Ванна из искусственного камня ABBER Frankfurt AM9941MLG светло-серая матовая	AM9941MLG	Ванны	114 950	160 930	4603757439145	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mlg-svetlo-seraya-matovaya_kg_big_6327.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mlg-svetlo-seraya-matovaya_kgi_big_24107.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mlg-svetlo-seraya-matovaya_kgi_big_24108.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mlg-svetlo-seraya-matovaya_kgi_big_24109.jpg		https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mlg-svetlo-seraya-matovaya_kgi_big_24110.jpg	универсальная	отдельностоящая	овальная	искусственный камень	светло-серый матовый	325	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	70
Ванна из искусственного камня ABBER Frankfurt AM9941MBE светло-бежевая матовая	AM9941MBE	Ванны	114 950	160 930	4603757439152	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbe-svetlo-bezhevaya-matovaya_kg_big_6328.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbe-svetlo-bezhevaya-matovaya_kgi_big_24111.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbe-svetlo-bezhevaya-matovaya_kgi_big_24112.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbe-svetlo-bezhevaya-matovaya_kgi_big_24113.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbe-svetlo-bezhevaya-matovaya_kgi_big_24114.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbe-svetlo-bezhevaya-matovaya_kgi_big_24115.jpg	универсальная	отдельностоящая	овальная	искусственный камень	светло-бежевый матовый	325	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	70
Ванна из искусственного камня ABBER Frankfurt AM9941MBG темно-зеленая матовая	AM9941MBG	Ванны	114 950	160 930	4603757439169	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbg-temno-zelenaya-matovaya_kg_big_6329.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbg-temno-zelenaya-matovaya_kgi_big_24116.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbg-temno-zelenaya-matovaya_kgi_big_24117.jpg			https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941mbg-temno-zelenaya-matovaya_kgi_big_24118.jpg	универсальная	отдельностоящая	овальная	искусственный камень	темно-зеленый матовый	325	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	70
Ванна из искусственного камня ABBER Frankfurt AM9941MS песочная матовая	AM9941MS	Ванны	114 950	160 930	4603757439176	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941ms-pesochnaya-matovaya_kg_big_6330.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941ms-pesochnaya-matovaya_kgi_big_24119.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941ms-pesochnaya-matovaya_kgi_big_24120.jpg			https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-frankfurt-am9941ms-pesochnaya-matovaya_kgi_big_24121.jpg	универсальная	отдельностоящая	овальная	искусственный камень	песочный матовый	325	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	70
Ванна из искусственного камня ABBER Stein AS9663	AS9663	Ванны	180 500	252 700	4603757437622	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663_kg_big_6321.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663_kgi_big_24091.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663_kgi_big_24092.jpg			https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663_kgi_big_24093.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	белый	240	нет	нет	нет	есть, в комплекте	по центру	нет	есть в комплекте		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,84	0,7	1,053	200
Ванна из искусственного камня ABBER Stein AS9602	AS9602	Ванны	180 500	252 700	4603757437172	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9602_kg_big_6322.jpg					https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9602_kgi_big_24094.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	белый	240	нет	нет	нет	есть, в комплекте	по центру	нет	есть в комплекте		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,84	0,7	1,053	200
Прозрачная ванна ABBER Kristall AT9705Koralle розовая	AT9705Koralle	Ванны	380 000	532 000	4603757436892	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705koralle-rozovaya_kg_big_6299.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705koralle-rozovaya_kgi_big_24022.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705koralle-rozovaya_kgi_big_24023.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705koralle-rozovaya_kgi_big_24024.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705koralle-rozovaya_kgi_big_24025.jpg	универсальная	отдельностоящая	круглая	полиэфирная смола	розовый	380	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	150	150	64,6	46,7	1,59	1,59	0,8	2,022	158
Прозрачная ванна ABBER Kristall AT9703Emerald зеленая	AT9703Emerald	Ванны	318 250	445 550	4603757436779	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703emerald-zelenaya_kg_big_6297.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703emerald-zelenaya_kgi_big_24012.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703emerald-zelenaya_kgi_big_24013.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703emerald-zelenaya_kgi_big_24014.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703emerald-zelenaya_kgi_big_24015.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703emerald-zelenaya_kgi_big_24016.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	зеленый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Прозрачная ванна ABBER Kristall AT9703Aquamarin бирюзовая	AT9703Aquamarin	Ванны	318 250	445 550	4603757436786	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703aquamarin-biryuzovaya_kg_big_6296.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703aquamarin-biryuzovaya_kgi_big_24007.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703aquamarin-biryuzovaya_kgi_big_24008.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703aquamarin-biryuzovaya_kgi_big_24009.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703aquamarin-biryuzovaya_kgi_big_24010.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703aquamarin-biryuzovaya_kgi_big_24011.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	бирюзовый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Прозрачная ванна ABBER Kristall AT9703Amber желтая	AT9703Amber	Ванны	318 250	445 550	4603757436878	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703amber-zheltaya_kg_big_6298.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703amber-zheltaya_kgi_big_24017.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703amber-zheltaya_kgi_big_24018.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703amber-zheltaya_kgi_big_24019.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703amber-zheltaya_kgi_big_24020.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703amber-zheltaya_kgi_big_24021.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	желтый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Прозрачная ванна ABBER Kristall AT9707Opal коричневая	AT9707Opal	Ванны	318 250	445 550	4603757436946	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707opal-korichnevaya_kg_big_6310.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707opal-korichnevaya_kgi_big_24050.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707opal-korichnevaya_kgi_big_24051.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707opal-korichnevaya_kgi_big_24052.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707opal-korichnevaya_kgi_big_24053.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	коричневый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Прозрачная ванна ABBER Kristall AT9707Emerald зеленая	AT9707Emerald	Ванны	318 250	445 550	4603757436953	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707emerald-zelenaya_kg_big_6317.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707emerald-zelenaya_kgi_big_24075.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707emerald-zelenaya_kgi_big_24076.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707emerald-zelenaya_kgi_big_24077.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707emerald-zelenaya_kgi_big_24078.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	зеленый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Прозрачная ванна ABBER Kristall AT9707Aquamarin бирюзовая	AT9707Aquamarin	Ванны	318 250	445 550	4603757436960	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707aquamarin-biryuzovaya_kg_big_6316.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707aquamarin-biryuzovaya_kgi_big_24071.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707aquamarin-biryuzovaya_kgi_big_24072.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707aquamarin-biryuzovaya_kgi_big_24073.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9707aquamarin-biryuzovaya_kgi_big_24074.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	бирюзовый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Акриловая ванна ABBER AB9223-1.6	AB9223-1.6	Ванны	76 000	106 400	4603757436731	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9223-1-6_kg_big_6295.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9223-1-6_kgi_big_23976.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9223-1-6_kgi_big_23977.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9223-1-6_kgi_big_23978.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9223-1-6_kgi_big_23979.jpg	универсальная	пристенная	нестандартная	акрил	белый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	160	75	58	45,6	1,63	0,78	0,61	0,776	56
Акриловая ванна ABBER AB9374-1.8	AB9374-1.8	Ванны	90 250	126 350	4603757418898	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9374-1-8_kg_big_3745.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9374-1-8_kgi_big_9127.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9374-1-8_kgi_big_9128.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9374-1-8_kgi_big_9129.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9374-1-8_kgi_big_9130.jpg	универсальная	отдельностоящая	овальная	акрил	белый	250	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	58	45,6	1,83	0,88	0,61	0,982	61
Акриловая ванна ABBER AB9410-1.7	AB9410-1.7	Ванны	108 300	151 620	4603757431460	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9410-1-7_kg_big_6285.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9410-1-7_kgi_big_23937.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9410-1-7_kgi_big_23938.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9410-1-7_kgi_big_23939.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9410-1-7_kgi_big_23940.jpg	универсальная	отдельностоящая	овальная	акрил	белый	250	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,81	0,61	0,855	61
Акриловая ванна ABBER AB9412-1.5 L	AB9412-1.5 L	Ванны	95 000	133 000	4603757436625	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-l_kg_big_6287.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-l_kgi_big_23945.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-l_kgi_big_23946.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-l_kgi_big_23947.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-l_kgi_big_23948.jpg	левосторонняя	пристенная	угловая асимметричная	акрил	белый	210	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	75	58	45,6	1,53	0,78	0,61	0,728	58
Акриловая ванна ABBER AB9412-1.5 R	AB9412-1.5 R	Ванны	95 000	133 000	4603757436618	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-r_kg_big_6286.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-r_kgi_big_23941.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-r_kgi_big_23942.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-r_kgi_big_23943.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-5-r_kgi_big_23944.jpg	правосторонняя	пристенная	угловая асимметричная	акрил	белый	210	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	75	58	45,6	1,53	0,78	0,61	0,728	58
Акриловая ванна ABBER AB9412-1.7 L	AB9412-1.7 L	Ванны	108 300	151 620	4603757436632	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-l_kg_big_6288.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-l_kgi_big_23949.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-l_kgi_big_23950.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-l_kgi_big_23951.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-l_kgi_big_23952.jpg	левосторонняя	пристенная	угловая асимметричная	акрил	белый	275	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,83	0,61	0,876	60
Акриловая ванна ABBER AB9412-1.7 R	AB9412-1.7 R	Ванны	108 300	151 620	4603757436649	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-r_kg_big_6289.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-r_kgi_big_23953.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-r_kgi_big_23954.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-r_kgi_big_23955.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9412-1-7-r_kgi_big_23956.jpg	правосторонняя	пристенная	угловая асимметричная	акрил	белый	275	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,83	0,61	0,876	60
Акриловая ванна ABBER AB9416-1.7	AB9416-1.7	Ванны	108 300	151 620	4603757436656	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9416-1-7_kg_big_6290.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9416-1-7_kgi_big_23957.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9416-1-7_kgi_big_23958.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9416-1-7_kgi_big_23959.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9416-1-7_kgi_big_23960.jpg	универсальная	пристенная	овальная	акрил	белый	260	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,83	0,61	0,876	60
Акриловая ванна ABBER AB9436-1.7	AB9436-1.7	Ванны	108 300	151 620	4603757436670	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9436-1-7_kg_big_6291.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9436-1-7_kgi_big_23961.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9436-1-7_kgi_big_23962.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9436-1-7_kgi_big_23963.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9436-1-7_kgi_big_23964.jpg	универсальная	отдельностоящая	овальная	акрил	белый	215	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,83	0,61	0,876	58
Акриловая ванна ABBER AB9440-1.7	AB9440-1.7	Ванны	108 300	151 620	4603757436700	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9440-1-7_kg_big_6292.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9440-1-7_kgi_big_23965.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9440-1-7_kgi_big_23966.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9440-1-7_kgi_big_23967.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9440-1-7_kgi_big_23968.jpg	универсальная	пристенная	овальная	акрил	белый	215	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45,6	1,73	0,83	0,61	0,876	58
Акриловая ванна ABBER AB9441-1.8	AB9441-1.8	Ванны	109 250	152 950	4603757436717	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9441-1-8_kg_big_6293.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9441-1-8_kgi_big_23969.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9441-1-8_kgi_big_23970.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9441-1-8_kgi_big_23971.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9441-1-8_kgi_big_23972.jpg	универсальная	отдельностоящая	овальная	акрил	белый	255	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	58	45,6	1,83	0,88	0,61	0,982	60
Акриловая ванна ABBER AB9442	AB9442	Ванны	133 000	186 200	4603757436724	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9442_kg_big_6294.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9442_kgi_big_23973.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9442_kgi_big_23974.jpg			https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9442_kgi_big_23975.jpg	универсальная	отдельностоящая	круглая	акрил	белый	380	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	150	58	45,6	1,53	1,53	0,61	1,428	55
