Наименование	Артикул	Категория	ОПТ ₽	РРЦ ₽	Штрих-код	Бренд	Страна	Гарантия	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4	СХЕМА	Модификация	Установка	Форма	Материал	Цвет	Объем, л	Антискользящее покрытие	Подголовник	Ручки	Слив-перелив	Расположение cлива	Каркас	Ножки	Комплектация	Мультимедиа	Дезинфекция	Озонирование	Хромотерапия	Защита от сухого пуска	Гидромассаж	Форсунок гидромассажа	Массаж спины	Аэромассаж	Форсунок аэромассажа	Исполнение форсунок	Тип управления	Регулировка интенсивности массажа	Длина, см	Ширина, см	Высота, см	Глубина, см	Длина упаковки, м	Ширина упаковки, м	Высота упаковки, м	Объем упаоквки, м3	Вес в упаковке, кг
Акриловая ванна ABBER AB9224-1.5	AB9224-1.5	Ванны	71 250	99 750	4603757415262	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-5_kg_big_3228_024u.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-5_kgi_big_11982_024u.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-5_kgi_big_11983_024u.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-5_kgi_big_11984_024u.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-5_kgi_big_11985_024u.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	80	60	43,6	1,53	0,83	0,63	0,8	52
Акриловая ванна ABBER AB9224-1.6	AB9224-1.6	Ванны	76 000	106 400	4603757410229	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-6_kg_big_2853_er2n.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-6_kgi_big_11986_er2n.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-6_kgi_big_11987_er2n.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-6_kgi_big_11988_er2n.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-6_kgi_big_11989_er2n.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	220	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	160	80	60	45,6	1,63	0,83	0,63	0,85	56
Акриловая ванна ABBER AB9224-1.7	AB9224-1.7	Ванны	78 850	110 390	4603757415484	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-7_kg_big_3268.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-7_kgi_big_7254.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-7_kgi_big_7255.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-7_kgi_big_7256.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9224-1-7_kgi_big_7257.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	230	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45,6	1,73	0,83	0,63	0,91	60
Акриловая ванна ABBER AB9233	AB9233	Ванны	89 300	125 020	4603757410281	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2905-big-akrilovaya-vanna-abber-ab9233-1ahc.jpg	https://specialist-ltd.ru/imgcatalog/ki-2905-big-akrilovaya-vanna-abber-ab9233-jywne4.jpg	https://specialist-ltd.ru/imgcatalog/ki-2905-big-akrilovaya-vanna-abber-ab9233-0apzxt.jpg	https://specialist-ltd.ru/imgcatalog/ki-2905-big-akrilovaya-vanna-abber-ab9233-f9kfd1.jpg	https://specialist-ltd.ru/imgcatalog/ki-2905-big-akrilovaya-vanna-abber-ab9233-p24dqe.jpg	https://specialist-ltd.ru/imgcatalog/22md6phfi32an70nbtq4uaee0.jpg	универсальная	отдельностоящая	овальная	акрил	белый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	184	79	77	43	1,87	0,82	0,8	1,23	42
Акриловая ванна ABBER AB9233G	AB9233G	Ванны	102 600	143 640	4603757410595	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3004-big-akrilovaya-vanna-abber-ab9233g-gkfk.jpg	https://specialist-ltd.ru/imgcatalog/ki-3004-big-akrilovaya-vanna-abber-ab9233g-vshroz.jpg	https://specialist-ltd.ru/imgcatalog/ki-3004-big-akrilovaya-vanna-abber-ab9233g-2m8oiz.jpg	https://specialist-ltd.ru/imgcatalog/ki-3004-big-akrilovaya-vanna-abber-ab9233g-bibp8b.jpg	https://specialist-ltd.ru/imgcatalog/ki-3004-big-akrilovaya-vanna-abber-ab9233g-1iwffj.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233g_kgi_big_6608.jpg	универсальная	отдельностоящая	овальная	акрил	серый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	184	79	77	43	1,87	0,82	0,8	1,23	42
Акриловая ванна ABBER AB9233MB	AB9233MB	Ванны	114 000	159 600	4603757417020	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3005-big-akrilovaya-vanna-abber-ab9233b-92n1.jpg	https://specialist-ltd.ru/imgcatalog/ki-3005-big-akrilovaya-vanna-abber-ab9233b-zpe1qh.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233b_kgi_big_6610.jpg	https://specialist-ltd.ru/imgcatalog/ki-3005-big-akrilovaya-vanna-abber-ab9233b-bc9la7.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233b_kgi_big_6612.jpg	универсальная	отдельностоящая	овальная	акрил	черный матовый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	184	79	77	43	1,87	0,82	0,8	1,23	42
Акриловая ванна ABBER AB9233R	AB9233R	Ванны	102 600	143 640	4603757410601	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233r_kg_big_3006_00e2.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233r_kgi_big_11991_00e2.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233r_kgi_big_11993_00e2.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233r_kgi_big_11994_00e2.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233r_kgi_big_11995_00e2.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9233r_kgi_big_11990_00e2.jpg	универсальная	отдельностоящая	овальная	акрил	красный	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	184	79	77	43	1,87	0,82	0,8	1,23	42
Акриловая ванна ABBER AB9236	AB9236	Ванны	82 650	115 710	4603757410304	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2876-big-akrilovaya-vanna-abber-ab9236-u87y.jpg	https://specialist-ltd.ru/imgcatalog/ki-2876-big-akrilovaya-vanna-abber-ab9236-jl6lyy.jpg	https://specialist-ltd.ru/imgcatalog/ki-2876-big-akrilovaya-vanna-abber-ab9236-l3i3wh.jpg	https://specialist-ltd.ru/imgcatalog/ki-2876-big-akrilovaya-vanna-abber-ab9236-xftzh7.jpg	https://specialist-ltd.ru/imgcatalog/ki-2876-big-akrilovaya-vanna-abber-ab9236-q3rowq.jpg	https://gemy-russia.ru/imgcatalog/ki-2283-big-akrilovaya-vanna-abber-ab9236-vmv9f7.jpg	универсальная	отдельностоящая	овальная	акрил	белый	180	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	64	43,8	1,78	0,87	0,71	1,1	55
Акриловая ванна ABBER AB9237	AB9237	Ванны	89 300	125 020	4603757410311	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9237_kg_big_2923_uw1e.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9237_kgi_big_11997_uw1e.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9237_kgi_big_11998_uw1e.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9237_kgi_big_11996_uw1e.jpg	универсальная	пристенная	овальная	акрил	белый	280	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	172	103	62	45	1,75	1,06	0,65	1,21	53,5
Акриловая ванна ABBER AB9238	AB9238	Ванны	100 700	140 980	4603757410328	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9238_kg_big_2924.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9238_kgi_big_6290.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9238_kgi_big_6291.jpg			https://specialist-ltd.ru/imgcatalog/ki-2924-big-akrilovaya-vanna-abber-ab9238-kiydb5.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	230	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45,6	1,73	0,83	0,63	0,9	53
Акриловая ванна ABBER AB9239	AB9239	Ванны	120 650	168 910	4603757410625	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3009-big-akrilovaya-vanna-abber-ab9239-zqns.jpg	https://specialist-ltd.ru/imgcatalog/ki-3009-big-akrilovaya-vanna-abber-ab9239-blhtr1.jpg	https://specialist-ltd.ru/imgcatalog/ki-3009-big-akrilovaya-vanna-abber-ab9239-g6lywg.jpg	https://specialist-ltd.ru/imgcatalog/ki-3009-big-akrilovaya-vanna-abber-ab9239-6m4nac.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9239_kgi_big_6631.jpg	универсальная	отдельностоящая	овальная	акрил	белый	290	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	110	62	47	1,83	1,13	0,65	1,34	50
Акриловая ванна ABBER AB9241	AB9241	Ванны	77 900	109 060	4603757410335	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2877-big-akrilovaya-vanna-abber-ab9241-yucl.jpg	https://specialist-ltd.ru/imgcatalog/ki-2877-big-akrilovaya-vanna-abber-ab9241-nvrw4s.jpg	https://specialist-ltd.ru/imgcatalog/ki-2877-big-akrilovaya-vanna-abber-ab9241-6uuqae.jpg	https://specialist-ltd.ru/imgcatalog/ki-2877-big-akrilovaya-vanna-abber-ab9241-7tinro.jpg		https://specialist-ltd.ru/imgcatalog/ki-2877-big-akrilovaya-vanna-abber-ab9241-bl2pxw.jpg	универсальная	отдельностоящая	овальная	акрил	белый	180	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	172	79	58	43	1,8	0,86	0,7	1,08	49
Акриловая ванна ABBER AB9241MB	AB9241MB	Ванны	95 950	134 330	4603757415972	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9241mb_kg_big_3468.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9241mb_kgi_big_8149.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9241mb_kgi_big_8150.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9241mb_kgi_big_8151.jpg		https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9241mb_kgi_big_8152.jpg	универсальная	отдельностоящая	овальная	акрил	черный матовый	180	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	172	79	58	43	1,75	0,82	0,61	0,87535	49
Акриловая ванна ABBER AB9245	AB9245	Ванны	91 200	127 680	4603757410366	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2879-big-akrilovaya-vanna-abber-ab9245-6p90.jpg	https://specialist-ltd.ru/imgcatalog/ki-2879-big-akrilovaya-vanna-abber-ab9245-dw5rw5.jpg	https://specialist-ltd.ru/imgcatalog/ki-2879-big-akrilovaya-vanna-abber-ab9245-q1kbup.jpg			https://specialist-ltd.ru/imgcatalog/ct6bx2bcwbo43eud2p4v4jbfw.jpg	универсальная	отдельностоящая	овальная	акрил	белый	160	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	169	75	85	44,5	1,72	0,78	0,88	1,18	51
Акриловая ванна ABBER AB9248	AB9248	Ванны	88 350	123 690	4603757410373	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2845-big-akrilovaya-vanna-abber-ab9248-x83j.jpg	https://specialist-ltd.ru/imgcatalog/ki-2845-big-akrilovaya-vanna-abber-ab9248-dwkik0.jpg	https://specialist-ltd.ru/imgcatalog/ki-2845-big-akrilovaya-vanna-abber-ab9248-nj8w68.jpg	https://specialist-ltd.ru/imgcatalog/ki-2845-big-akrilovaya-vanna-abber-ab9248-gmpiol.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9248_kgi_big_6019.jpg	универсальная	отдельностоящая	овальная	акрил	белый	245	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	87	65	45	1,83	0,9	0,68	1,12	49
Акриловая ванна ABBER AB9249	AB9249	Ванны	85 500	119 700	4603757410380	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2846-big-akrilovaya-vanna-abber-ab9249-0rlu.jpg	https://specialist-ltd.ru/imgcatalog/ki-2846-big-akrilovaya-vanna-abber-ab9249-0egol3.jpg	https://specialist-ltd.ru/imgcatalog/ki-2846-big-akrilovaya-vanna-abber-ab9249-cwn1lp.jpg	https://specialist-ltd.ru/imgcatalog/ki-2846-big-akrilovaya-vanna-abber-ab9249-44v0k4.jpg		https://specialist-ltd.ru/imgcatalog/ki-2846-big-akrilovaya-vanna-abber-ab9249-8jmka0.jpg	универсальная	отдельностоящая	овальная	акрил	белый	320	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	175	100	58	45	1,78	1,03	0,61	1,12	55
Акриловая ванна ABBER AB9257-1.5 L	AB9257-1.5 L	Ванны	76 000	106 400	4603757417174	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-l_kg_big_3389.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-l_kgi_big_7797.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-l_kgi_big_7798.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-l_kgi_big_7796.jpg	левосторонняя	пристенная	угловая асимметричная	акрил	белый	205	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	78	60	45,6	1,53	0,81	0,63	0,781	49
Акриловая ванна ABBER AB9257-1.5 R	AB9257-1.5 R	Ванны	76 000	106 400	4603757417181	ABBER	Германия	3 года	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-r_kg_big_3365.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-r_kgi_big_7876.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-r_kgi_big_7877.jpg			https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9257-1-5-r_kgi_big_7875.jpg	правосторонняя	пристенная	угловая асимметричная	акрил	белый	205	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	78	60	45,6	1,53	0,81	0,63	0,781	49
Акриловая ванна ABBER AB9257-1.7 L	AB9257-1.7 L	Ванны	79 800	111 720	4603757410656	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3012-big-akrilovaya-vanna-abber-ab9257-1-7-l-uxhl.jpg	https://specialist-ltd.ru/imgcatalog/ki-3012-big-akrilovaya-vanna-abber-ab9257-1-7-l-m7yaen.jpg	https://gemy-russia.ru/imgcatalog/ki-2432-big-akrilovaya-vanna-abber-ab9257-1-7-l-hl8ve8.jpg			https://gemy-russia.ru/imgcatalog/ki-2432-big-akrilovaya-vanna-abber-ab9257-1-7-l-p23a2a.jpg	левосторонняя	пристенная	угловая асимметричная	акрил	белый	225	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	78	60	45,6	1,73	0,81	0,63	0,88	63
Акриловая ванна ABBER AB9257-1.7 R	AB9257-1.7 R	Ванны	79 800	111 720	4603757410663	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3013-big-akrilovaya-vanna-abber-ab9257-1-7-r-1kj0.jpg	https://specialist-ltd.ru/imgcatalog/ki-3013-big-akrilovaya-vanna-abber-ab9257-1-7-r-736f18.jpg	https://gemy-russia.ru/imgcatalog/ki-2433-big-akrilovaya-vanna-abber-ab9257-1-7-r-8nu95e.jpg			https://gemy-russia.ru/imgcatalog/ki-2433-big-akrilovaya-vanna-abber-ab9257-1-7-r-0lv4lm.jpg	правосторонняя	пристенная	угловая асимметричная	акрил	белый	225	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	78	60	45,6	1,73	0,81	0,63	0,88	63
Акриловая ванна ABBER AB9258-1.5 L	AB9258-1.5 L	Ванны	76 000	106 400	4603757415989	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-l_kg_big_3391.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-l_kgi_big_7802.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-l_kgi_big_7803.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-l_kgi_big_7804.jpg	левосторонняя	пристенная	угловая асимметричная	акрил	белый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	78	60	45,6	1,53	0,81	0,63	0,78	43
Акриловая ванна ABBER AB9258-1.5 R	AB9258-1.5 R	Ванны	76 000	106 400	4603757415996	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-r_kg_big_3392.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-r_kgi_big_7805.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-r_kgi_big_7806.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-5-r_kgi_big_7807.jpg	правосторонняя	пристенная	угловая асимметричная	акрил	белый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	78	60	45,6	1,53	0,81	0,63	0,78	43
Акриловая ванна ABBER AB9258-1.7 L	AB9258-1.7 L	Ванны	80 750	113 050	4603757417198	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-l_kg_big_3393.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-l_kgi_big_7808.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-l_kgi_big_7809.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-l_kgi_big_7810.jpg	левосторонняя	пристенная	угловая асимметричная	акрил	белый	220	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	78	60	45,6	1,73	0,81	0,63	0,88	55
Акриловая ванна ABBER AB9258-1.7 R	AB9258-1.7 R	Ванны	80 750	113 050	4603757417204	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-r_kg_big_3394.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-r_kgi_big_7811.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-r_kgi_big_7812.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9258-1-7-r_kgi_big_7813.jpg	правосторонняя	пристенная	угловая асимметричная	акрил	белый	220	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	78	60	45,6	1,73	0,81	0,63	0,88	55
Акриловая ванна ABBER AB9260	AB9260	Ванны	82 650	115 710	4603757417211	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9260_kg_big_3395.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9260_kgi_big_7814.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9260_kgi_big_7815.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9260_kgi_big_7816.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9260_kgi_big_7817.jpg	универсальная	отдельностоящая	овальная	акрил	белый	180	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	45,6	1,73	0,78	0,63	0,85	45
Акриловая ванна ABBER AB9272-1.7	AB9272-1.7	Ванны	74 100	103 740	4603757415521	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3281-big-akrilovaya-vanna-abber-ab9272-1-7-mjrb.jpg	https://specialist-ltd.ru/imgcatalog/ki-3281-big-akrilovaya-vanna-abber-ab9272-1-7-asjox1.jpg	https://specialist-ltd.ru/imgcatalog/ki-3281-big-akrilovaya-vanna-abber-ab9272-1-7-7g5ldt.jpg			https://specialist-ltd.ru/imgcatalog/ki-3281-big-akrilovaya-vanna-abber-ab9272-1-7-l8pkcm.jpg	универсальная	отдельностоящая	овальная	акрил	белый	230	нет	нет	нет	есть, в комплекте	стандартное	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	70	58	43,6	1,73	0,73	0,61	0,770369	45
Акриловая ванна ABBER AB9274-1.5	AB9274-1.5	Ванны	76 950	107 730	4603757417334	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9274-1-5_kg_big_3658.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9274-1-5_kgi_big_8597.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9274-1-5_kgi_big_8598.jpg	https://gemy-russia.ru/imgcatalog/akrilovaya-vanna-abber-ab9274-1-5_kgi_big_8563.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9274-1-5_kgi_big_8600.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	230	нет	нет	нет	есть, в комплекте	стандартное	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	70	60	45,6	1,53	0,73	0,63	0,7	58
Акриловая ванна ABBER AB9274-1.7	AB9274-1.7	Ванны	83 600	117 040	4603757410403	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2847-big-akrilovaya-vanna-abber-ab9274-1-7-ye6s.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9274_kgi_big_6022.jpg	https://specialist-ltd.ru/imgcatalog/lft5gysza4b7qnm3iktyow3u7.jpg	https://gemy-russia.ru/imgcatalog/ki-2264-big-akrilovaya-vanna-abber-ab9274-1-7-yrzovu.jpg	https://specialist-ltd.ru/imgcatalog/ki-2847-big-akrilovaya-vanna-abber-ab9274-1-7-vcya2q.jpg	https://specialist-ltd.ru/imgcatalog/ki-2847-big-akrilovaya-vanna-abber-ab9274-1-7-n7yu4a.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	245	нет	нет	нет	есть, в комплекте	стандартное	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	45,6	1,73	0,78	0,63	0,85	56
Акриловая ванна ABBER AB9276	AB9276	Ванны	93 100	130 340	4603757417358	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9276_kg_big_3660.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9276_kgi_big_8604.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9276_kgi_big_8605.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9276_kgi_big_8606.jpg	универсальная	пристенная	овальная	акрил	белый	210	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45,6	1,73	0,83	0,63	0,905	58
Акриловая ванна ABBER AB9277	AB9277	Ванны	63 650	89 110	4603757410410	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9277_kg_big_2919.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9277_kgi_big_6275.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9277_kgi_big_6276.jpg	https://specialist-ltd.ru/imgcatalog/ki-2919-big-akrilovaya-vanna-abber-ab9277-5t6ow4.jpg		https://specialist-ltd.ru/imgcatalog/ki-2919-big-akrilovaya-vanna-abber-ab9277-vjyovf.jpg	универсальная	отдельностоящая	овальная	акрил	белый	180	нет	нет	нет	есть, в комплекте	стандартное	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	130	75	63	53	1,33	0,78	0,66	0,68	40
Акриловая ванна ABBER AB9279	AB9279	Ванны	104 500	146 300	4603757410434	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2921-big-akrilovaya-vanna-abber-ab9279-8ykd.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9279_kgi_big_6282.jpg				https://specialist-ltd.ru/imgcatalog/09abacspmngvxvolv8ufm8vkc.jpg	универсальная	отдельностоящая	круглая	акрил	белый	420	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	150	56	45,6	1,53	1,53	0,61	1,43	52
