Артикул	Наименование	Раздел	Производитель	Состояние	Статус	Цвет	Тип	Штрихкод	Коллекция	Ширина	Высота	Глубина	Монтаж	Материал корпуса	Материал фасада	Покрытие	Стиль	Гарантия	Страна сборки	Вес, кг Брутто	Объем, м3 Брутто	Ориентация	Область применения	Фурнитура	Доп. функции	Система хранения	Тип лампы	Описание	Изображение	РРЦ
77.0006D	Тумба Q MAX, 70 см, подвесная, 2 ящика, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029264688	Q Max	645	550	436	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	24,8	0,209	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/Xuc7/4fs3ikizW	19900
77.0007W	Тумба Q MAX, 80 см, подвесная, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4610029264695	Q Max	745	570	436	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	28,2	0,251	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/WeTw/oFzyxKCxK	24600
77.0008D	Тумба Q MAX, 80 см, подвесная, 2 ящика, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029264701	Q Max	745	570	436	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	27,8	0,251	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/wiG6/ANPMhwe3M	20900
99.1901	Тумба TINY, 50 см, подвесная, 1 ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018640924	Tiny	446	300	369	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	15,2	0,059	универсальная	бытовая	Hettich	встроенный органайзер	1 ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/cG82/fPc1xF4gx	9800
99.0902	Тумба TINY, 60 см, подвесная, 1 ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018640931	Tiny	550	300	361	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	17,3	0,072	универсальная	бытовая	Hettich	встроенный органайзер	1 ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/Uv1F/KYu6oFCxH	10400
99.9021	Зеркало TINY, 50 см, без подсветки	зеркала	Dreja	склад		белый	зеркала	4660018640948	Tiny	500	700	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	7,2	0,017	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/VcJt/uosCYx1Wf	5600
99.9022	Зеркало TINY, 60 см, без подсветки	зеркала	Dreja	склад		белый	зеркала	4660018640955	Tiny	600	700	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	8,3	0,020	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/QXmn/N561ixwTJ	6200
99.9024	Зеркало TINY, 60 см, LED-подсветка	зеркала	Dreja	склад		белый	зеркала	4660018640962	Tiny	600	700	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	8,2	0,020	универсальная	бытовая		LED подсветка, без выключателя		LED-освещение	Современная коллекция	https://cloud.mail.ru/public/8dsA/pXCDeL78i	11400
99.9025	Зеркало TINY, 70/80 см, LED-подсветка	зеркала	Dreja	склад		белый	зеркала	4660018640979	Tiny	700/800	800/700	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	9,1	0,027	универсальная	бытовая		LED подсветка, без выключателя		LED-освещение	Современная коллекция	https://cloud.mail.ru/public/C76m/fiwg4yDH4	13500
77.0303W	Пенал, 35 см, подвесной/напольный, универсальный, 2 дверцы, 1 ящик, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4610029264442		350	1720	350	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	10	0,030	универсальная	бытовая	Hettich		2 дверцы, 1 ящик, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/mbMH/w8b8zb8M7	29900
77.0304D	Пенал, 35 см, подвесной/напольный, универсальный, 2 дверцы, 1 ящик, 4 стеклянные полки, дуб кантри	пеналы	Dreja	склад		дуб кантри	пеналы	4610029264459		350	1720	350	подвесной/напольный	ЛДСП	МДФ	эко-шпон	современный	2 года	Россия	7,1	0,015	универсальная	бытовая	Hettich		2 дверцы, 1 ящик, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/PoAt/omQX1FDfM	24900
77.0301W	Пенал, 50 см, подвесной/напольный, универсальный, 4 дверцы, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4610029264435		500	1545	350	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	14,92	0,030	универсальная	бытовая	Hettich		4 дверцы, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/JR5i/Lg7xTMGCC	30900
77.0302D	Пенал, 50 см, подвесной/напольный, универсальный, 4 дверцы, 4 стеклянные полки, дуб кантри	пеналы	Dreja	склад		дуб кантри	пеналы	4610029264718		500	1545	350	подвесной/напольный	ЛДСП	МДФ	эко-шпон	современный	2 года	Россия	12,74	0,025	универсальная	бытовая	Hettich		4 дверцы, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/Aq3T/JMKBRQQ4y	26100
99.0009	Пенал QL35, 35 см, подвесной/напольный, универсальный, 2 дверцы, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4660018640511	QL	347	1720	355	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	14,92	0,030	универсальная	бытовая	Hettich		2 дверцы, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/RmUK/mGf9PqBAE	18300
99.0011	Пенал QL50, 50 см, подвесной/напольный, 4 дверцы, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4660018641631	QL	500	1720	357	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	19,92	0,040	универсальная	бытовая	Hettich		4 дверцы, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/aDAK/nEDte8chF	28700
99.0010	Полупенал QL35, 35 см, подвесной, правый, 1 дверца, 2 стеклянные полки, белый глянец	полупеналы	Dreja	склад		белый	полупеналы	4660018640528	QL	347	770	355	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	7,1	0,015	правая	бытовая	Hettich		1 дверца, 2 стеклянные полки		Современная подвесная коллекция	https://cloud.mail.ru/public/CLyv/6mMcUXGJV	9900
77.9011W	Зеркало KVADRO, 60x85 см, инфракрасный выключатель, LED-подсветка	зеркала	Dreja	склад		белый	зеркала	4610029269386	Kvadro	600	850	32	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	8,6	0,258	универсальная	бытовая		LED-освещение , инфракрасный выключатель		LED-освещение	Современная коллекция	https://cloud.mail.ru/public/i6MH/3eZD9xGio	15400
77.9012W	Зеркало KVADRO, 80x85 см, инфракрасный выключатель, LED-подсветка	зеркала	Dreja	склад		белый	зеркала	4610029269393	Kvadro	800	850	32	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	10,5	0,282	универсальная	бытовая		LED-освещение , инфракрасный выключатель		LED-освещение	Современная коллекция	https://cloud.mail.ru/public/e9r4/3GtitQ1w5	16600
77.9013W	Зеркало KVADRO, 100x85 см, инфракрасный выключатель, LED-подсветка	зеркала	Dreja	склад		белый	зеркала	4610029269379	Kvadro	1000	850	32	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	12,3	0,282	универсальная	бытовая		LED-освещение , инфракрасный выключатель		LED-освещение	Современная коллекция	https://cloud.mail.ru/public/ypRL/ZGzrSYe2S	17900
99.9004	Зеркало UNI, 65 см, без подсветки, белый	зеркала	Dreja	склад		белый	зеркала	4660018640566	Uni	650	800	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	8,4	0,096	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/Dhs5/aAY7HzCpH	6300
99.9005	Зеркало UNI, 75 см, без подсветки, белый	зеркала	Dreja	склад		белый	зеркала	4660018640573	Uni	750	800	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	9,3	0,110	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/7Ko5/JMJzbW8tW	7300
99.9006	Зеркало UNI, 85 см, без подсветки, белый	зеркала	Dreja	склад		белый	зеркала	4660018640580	Uni	850	800	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	10,2	0,030	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/ph4x/Lv4RN4WKi	7600
99.9007	Зеркало UNI, 105 см, без подсветки, белый	зеркала	Dreja	склад		белый	зеркала	4660018640597	Uni	1000	800	16	подвесной	МДФ	зеркало	глянцевое	современный	2 года	Россия	12,74	0,025	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/GNjC/vP2NiUTRv	8400
77.9005W	Шкаф зеркальный MAX, 60 см, 1 дверца, 2 стеклянные полки, белый глянец	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4610029264565	Max	600	800	138	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	10,892	0,095	универсальная	бытовая	Hettich	LED-освещение , с розеткой и выключателем		LED-освещение	Современная коллекция	https://cloud.mail.ru/public/hLHS/go4FhQiXh	13900
77.9006D	Шкаф зеркальный MAX, 60 см, 1 дверца, 2 стеклянные полки, дуб кантри	зеркальные шкафы	Dreja	склад		дуб кантри	зеркальные шкафы	4610029264473	Max	600	800	138	подвесной	ЛДСП	МДФ+зеркало	эко-шпон	современный	2 года	Россия	13,232	0,129	универсальная	бытовая	Hettich	LED-освещение , с розеткой и выключателем	1 дверца, 2 стеклянные полки	LED-освещение	Современная коллекция	https://cloud.mail.ru/public/iU1Y/f6M1DijZD	13900
77.9007W	Шкаф зеркальный MAX, 70 см, 2 дверцы, 4 стеклянные полки, белый глянец	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4610029264589	Max	700	800	138	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	15,519	0,159	универсальная	бытовая	Hettich	LED-освещение , с розеткой и выключателем	2 дверцы, 4 стеклянные полки	LED-освещение	Современная коллекция	https://cloud.mail.ru/public/j1bY/LWipSk1Aw	16900
77.9008D	Шкаф зеркальный MAX, 70 см, 2 дверцы, 4 стеклянные полки, дуб кантри	зеркальные шкафы	Dreja	склад		дуб кантри	зеркальные шкафы	4610029264572	Max	700	800	138	подвесной	ЛДСП	МДФ+зеркало	эко-шпон	современный	2 года	Россия	20,082	0,249	универсальная	бытовая	Hettich	LED-освещение , с розеткой и выключателем	2 дверцы, 4 стеклянные полки	LED-освещение	Современная коллекция	https://cloud.mail.ru/public/eqmp/BY1RwuX45	16900
77.9009W	Шкаф зеркальный MAX, 80 см, 2 дверцы, 4 стеклянные полки, белый глянец	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4610029264602	Max	800	800	138	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	18,337	0,177	универсальная	бытовая	Hettich	LED-освещение , с розеткой и выключателем	2 дверцы, 4 стеклянные полки	LED-освещение	Современная коллекция	https://cloud.mail.ru/public/fK3c/kNW7JJ2VU	17900
77.9010D	Шкаф зеркальный MAX, 80 см, 2 дверцы, 4 стеклянные полки, дуб кантри	зеркальные шкафы	Dreja	склад		дуб кантри	зеркальные шкафы	4610029264596	Max	800	800	138	подвесной	ЛДСП	МДФ+зеркало	эко-шпон	современный	2 года	Россия	22,254	0,177	универсальная	бытовая	Hettich	LED-освещение , с розеткой и выключателем	2 дверцы, 4 стеклянные полки	LED-освещение	Современная коллекция	https://cloud.mail.ru/public/JS32/ZUNVTecY1	17900
99.9001	Шкаф зеркальный UNI, 60 см,  2 дверцы, 4 стеклянные полки, с подсветкой и выключателем, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640535	Uni	600	820	145	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	16,62	0,116	универсальная	бытовая	Hettich	подсветка, выключатель	2 дверцы, 4 стеклянные полки	галогеновое освещение	Современная коллекция	https://cloud.mail.ru/public/XNTs/bN2vw7gbR	12900
99.9002	Шкаф зеркальный UNI, 70 см, 2 дверцы, 4 стеклянные полки, с подсветкой и выключателем, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640542	Uni	700	820	145	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	22,2	0,191	универсальная	бытовая	Hettich	подсветка, выключатель	2 дверцы, 4 стеклянные полки	галогеновое освещение	Современная коллекция	https://cloud.mail.ru/public/QbMn/z7jECnZGo	13900
99.9003	Шкаф зеркальный UNI, 80 см, 3 дверцы, 6 стеклянных полок, с подсветкой и выключателем, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640559	Uni	800	820	145	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	26,5	0,083	универсальная	бытовая	Hettich	подсветка, выключатель	3 дверцы, 6 стеклянных полок	галогеновое освещение	Современная коллекция	https://cloud.mail.ru/public/9PBq/YQ24LDc1s	15900
99.9013	Шкаф зеркальный UNI, 120 см, 3 дверцы, 6 стеклянных полок, с LED-подсветкой и выключателем, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018641952	Uni	1200	820	145	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	35,1	0,174	универсальная	бытовая	Hettich	подсветка, выключатель	3 дверцы, 6 стеклянных полок	галогеновое освещение	Современная коллекция	https://cloud.mail.ru/public/Lb4C/uUhjHLQbn	19900
99.9810	Комплект опор (ножек) для напольного монтажа мебели, 2 хром + 2 пластик	опоры	Dreja	склад		хром	опоры	4660018641273			150-180			металл+пластик	металл+пластик	хром	современный	2 года	Россия	0,1	0,001	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/q93n/ibcECazyA	1300
195452	АЛЬФА, 55 см, мебельный умывальник, керамический	умывальники	Dreja	склад		белый	умывальники	4607152360660	Alfa	550	65	430	подвесной	керамика	керамика	глянцевое	современный	5 лет	Россия	14,3	0,004	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/4iwB/jYzYefM3i	3290
641587	ГРЭЙС, 60 см, мебельный умывальник, керамический	умывальники	Dreja	склад		белый	умывальники	4660018641587	Grace	602	55	470	подвесной	керамика	керамика	глянцевое	современный	5 лет	Россия	14,7	0,005	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/4iwB/jYzYefM3i	7890
641600	ГРЭЙС, 70 см, мебельный умывальник, керамический	умывальники	Dreja	склад		белый	умывальники	4660018641600	Grace	705	55	470	подвесной	керамика	керамика	глянцевое	современный	5 лет	Россия	17	0,006	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/4iwB/jYzYefM3i	8290
641617	ГРЭЙС, 90 см, мебельный умывальник, керамический	умывальники	Dreja	склад		белый	умывальники	4660018641617	Grace	905	65	460	подвесной	керамика	керамика	глянцевое	современный	5 лет	Россия	21,5	0,011	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/4iwB/jYzYefM3i	10290
192529	ЛАГУНА, 65 см, мебельный умывальник, керамический	умывальники	Dreja	склад		белый	умывальники	4660018640313	Laguna	650	65	420	подвесной	керамика	керамика	глянцевое	современный	5 лет	Россия	13,5	0,004	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/4iwB/jYzYefM3i	4490
028230	ЛАГУНА, 75 см, мебельный умывальник, керамический	умывальники	Dreja	склад		белый	умывальники	4660018640030	Laguna	750	65	475	подвесной	керамика	керамика	глянцевое	современный	5 лет	Россия	17,6	0,007	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/4iwB/jYzYefM3i	7390
191676	ЛАГУНА, 85 см, мебельный умывальник, керамический	умывальники	Dreja	склад		белый	умывальники	4660018640115	Laguna	845	65	470	подвесной	керамика	керамика	глянцевое	современный	5 лет	Россия	20,1	0,009	универсальная	бытовая					Современная коллекция	https://cloud.mail.ru/public/4iwB/jYzYefM3i	8690
