Артикул	Наименование	Раздел	Код	ОПТОВАЯ ЦЕНА руб.	РОЗНИЧНАЯ ЦЕНА руб.	Вес общий (кг)	Размер (ШхВхГ) мм 	Ширина изделия мм	Высота изделия мм	Глубина изделия мм	Материал	Цвет	Ширина в коробке мм	Высота в коробке мм	Глубина в коробке мм	Штрихкод	Отверстие для смесителя 	Переливное отверстие	Форма чаши 	Вариант установки 	Производитель 	Гарантия	Описание	URL страницы детального просмотра	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4 	Фото 5	Фото 6	Фото 7	Фото 8	Фото 9	Фото 10	Схема
00-00012232	COMFORTY. Раковина COMFORTY 78653 серебро/черный	Раковины	78653	8 830р.	12 340р.	9.9		415	120	415	Санфарфор	серебро	430	150	430	4630100143626	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина-чаша Comforty 78653 Артикул: 78653 Материал: фарфор Габаритные размеры ШхВхГ: 415*120*415 мм Цвет: комбинированный черный/серебро Вес - 9 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из фарфора для установки на тумбу или столешницу Раковина двухцветная. Внешняя поверхность окрашена глазурью имитирующей цвет серебра, внутренняя поверхность чаши черная матовая.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/nakladnaya-kruglaya-rakovina-chasha-41-5-sm-comforty-78653-serebro-chernyy/	https://www.comforty.ru/upload/iblock/3cd/00yuoqystrj3zo1kmaqyr9xlvktf2pgx.jpg	https://www.comforty.ru/upload/iblock/9cf/00bhnl6bkb1t6flc1rdqi8mywx13g0pv.jpg	https://www.comforty.ru/upload/iblock/a48/4o148171gx7flfgeo4z03md4r99ikjnl.jpg	https://www.comforty.ru/upload/iblock/278/6gmrwe8sr2sdw22g8z3rzsssfyokt92r.jpg	https://www.comforty.ru/upload/iblock/0be/676pbuj7qhisl5m8dzwlr8r1yjdtjblj.jpg	https://www.comforty.ru/upload/iblock/c2b/fty0tbevbmi0fqtfqngywiwi6su6lbeh.jpg	https://www.comforty.ru/upload/iblock/095/e90wqqh6sugc6yxtkhnfmu11ul8jg3bq.jpg	https://www.comforty.ru/upload/iblock/d17/us33kj7m6jr14uwolt9dk0xsmyveo2nr.jpg	https://www.comforty.ru/upload/iblock/41d/fsbrw07742ckeqvhsdyf11o4fa61gsbx.jpg			https://www.comforty.ru/upload/iblock/f22/x7b1h6hwi50urqfz3fyv4nzk2bmt8c2t.jpg
00-00012246	COMFORTY. Раковина COMFORTY 78694	Раковины	78694	12 750р.	17 820р.	17,55		805	130	305	Санфарфор	Белый	810	150	350	4630100143664	Да	Нет		Подвесная	Comforty	Гарантийный срок 5 лет	Название: подвесная раковина Comforty 78694 на две чаши Артикул: 78694 Материал: санитарный фарфор Габаритные размеры ШхВхГ: 805*130*305 Цвет: белый Вес - 17 кг.  Способ установки: подвесная Форма чаш: прямоугольная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: есть Назначение: компактный подвесной умывальник с двумя чашами.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/80-90sm/podvesnaya-rakovina-na-dve-chashi-comforty-78694-belaya/	https://www.comforty.ru/upload/iblock/8d1/ybzxtge2423iizzgzxm773q5o3ga1s5d.jpg	https://www.comforty.ru/upload/iblock/c91/6vwsbcd20mvyqbpinitr1wqh60pstg9f.jpg	https://www.comforty.ru/upload/iblock/a71/dhihqu333lu50blnzalvmw3puh14ag6k.jpg	https://www.comforty.ru/upload/iblock/d3e/46xc2yx79npemq4paeim5n3lqw983bqc.jpg	https://www.comforty.ru/upload/iblock/afa/o639q7d7uzhjl4hfnqn0in9agoc58xaf.jpg	https://www.comforty.ru/upload/iblock/942/otn6gbkswqz9fdg8a923sr9lm0oihe77.jpg						https://www.comforty.ru/upload/iblock/b95/t492gh7klu50x6n9jeffyivdl8o9dbsq.jpg
00-00012245	COMFORTY. Раковина COMFORTY 78708	Раковины	78708	7 150р.	9 990р.	14,5		585	165	410	Санфарфор	Белый	610	180	440	4630100143633	Нет	Да		Врезная	Comforty	Гарантийный срок 5 лет	Название: врезная прямоугольная раковина Comforty 78708 Артикул: 78708 Материал: фарфор Габаритные размеры ШхВхГ: 585*165*410 мм Цвет: белый глянец Вес - 14,5 кг.  Способ установки: врезная Форма чаши: прямоугольная Переливное отверстие: есть Отверстие под смеситель: нет Назначение: врезной умывальник с плавными линиями бортиков, возвышающимися над столешницей. Продуманная глубина модели не позволяет воде выплескиваться.   Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/vreznaya-pryamougolnaya-rakovina-comforty-78708-belaya/	https://www.comforty.ru/upload/iblock/f0e/fjxh5i7mu0vltp9yogh2ym3kf17qx0zk.jpg	https://www.comforty.ru/upload/iblock/544/7xwh3rtbq4ly2tn17027ck3410uhwj4c.jpg	https://www.comforty.ru/upload/iblock/851/i1h9pcnj7c54pyenj609gpiucf2c8ht9.jpg	https://www.comforty.ru/upload/iblock/c1a/0t6jjshofg0aa6e6xm0w9740k35n46r5.jpg	https://www.comforty.ru/upload/iblock/470/ii2brqpffssjsna755qsl3npkawvd7sk.jpg	https://www.comforty.ru/upload/iblock/6bb/14l903gpgkcmfbsa5utzpoizzc4bpgjt.jpg						https://www.comforty.ru/upload/iblock/4a4/gzd2etix3thfbh60clw4l3c2avqb6t4m.jpg
00-00012233	COMFORTY. Раковина COMFORTY 78728	Раковины	78728	5 260р.	7 350р.	8,4		360	120	360	Санфарфор	Белый	380	140	380	4630100143671	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина-чаша Comforty 78728 Артикул: 78728 Материал: фарфор Габаритные размеры ШхВхГ: 360*120*360 мм Цвет: белый Вес - 7 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из фарфора для установки на тумбу или столешницу. Внешний борт чаши украшен орнаментом с имитацией вертикальной волны.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/nakladnaya-kruglaya-rakovina-chasha-36-sm-comforty-78728-belaya/	https://www.comforty.ru/upload/iblock/101/ak9hky36h7c3j9288zcpzid9t5gt93gf.jpg	https://www.comforty.ru/upload/iblock/153/dqcg11dz937bvtyjiex0yvoim8sko3ke.jpg	https://www.comforty.ru/upload/iblock/fcd/f5nhyrwp90j2tbyt53ulkvtdwtba0cyq.jpg	https://www.comforty.ru/upload/iblock/294/hn98bpxve4rxjgp3z925755tbn7ug549.jpg	https://www.comforty.ru/upload/iblock/949/l4s726dhozw69btz3r4ctd47yxwc4m9p.jpg	https://www.comforty.ru/upload/iblock/8ea/snlxx9i0mr1hmgb31u8g5kkt09o1lx74.jpg	https://www.comforty.ru/upload/iblock/768/ci05zo9kulu3s2wasz5di1q32mv3qs3z.jpg	https://www.comforty.ru/upload/iblock/891/s91ssrmacdtclul0y26dzm71yj9o6ess.jpg	https://www.comforty.ru/upload/iblock/bbc/r5f14xa82x5uhvmii3i66mka230q6m8l.jpg			https://www.comforty.ru/upload/iblock/e7a/0fvk8ceqwukhrqfv9sf25q92b3bzfvpc.jpg
00-00011840	COMFORTY. Накладная раковина GL01 стеклянная	Раковины	GL01	13 300р.	18 600р.	6.93		360	112	360	Санфарфор	Бесцветный	440	180	440	4630100143466	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина чаша Comforty GL01 Артикул: GL01 Материал: закаленное стекло Габаритные размеры ШхВхГ: 360*112*360 мм Цвет: бесцветное стекло Вес - 6,8 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из прозрачного закаленного стекла для установки на тумбу или столешницу. Внутренняя поверхность гладкая, внешняя граненная.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/steklyannaya-kruglaya-rakovina-36-sm-comforty-gl01/	https://www.comforty.ru/upload/iblock/b74/qlrhb6pqxrcu1h223is4z4264h6ac49e.jpg	https://www.comforty.ru/upload/iblock/330/ymltljgizzmpg17juypbvvnm58kul5je.jpg	https://www.comforty.ru/upload/iblock/841/h7lrt4ezpc7iulb689w50pfhpk1z8yoz.jpg	https://www.comforty.ru/upload/iblock/75d/gz1gh9flnnmax2sn3v4555aqe2614uwu.jpg	https://www.comforty.ru/upload/iblock/470/kvl4lw2csyfdgf54wucux9k3myamgz4e.jpg	https://www.comforty.ru/upload/iblock/c61/7s9ko07ilzj73w0ylfo64zis6ghm62ce.jpg	https://www.comforty.ru/upload/iblock/1cc/pqnbz4gpeynelkild51pz72smf6n4ln8.jpg	https://www.comforty.ru/upload/iblock/e7d/fovzi4a7d5livcv4jo87xi9r5w7kazcp.jpg				https://www.comforty.ru/upload/iblock/ce9/jajnx7moe5jc6pj614nwup3iwegto31t.jpg
00-00011841	COMFORTY. Накладная раковина GL03 стеклянная	Раковины	GL03	13 580р.	18 990р.	6,93		360	112	360	Санфарфор	Черный	440	180	440	4630100143473	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина чаша Comforty GL03 Артикул: GL03 Материал: закаленное стекло Габаритные размеры ШхВхГ: 360*112*360 мм Цвет: черное тонированное стекло Вес - 6,8 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из черного тонированного закаленного стекла для установки на тумбу или столешницу. Внутренняя поверхность гладкая, внешняя граненная.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/steklyannaya-kruglaya-rakovina-36-sm-comforty-gl03-chernoe-steklo/	https://www.comforty.ru/upload/iblock/f12/c29l59bhtqmzimxhcr4qghnf5mt6bxjp.jpg	https://www.comforty.ru/upload/iblock/31d/gm0h9vj10zfdfdmikte1aohff8d34lda.jpg	https://www.comforty.ru/upload/iblock/601/86bco4d64fs9zofglz72sgxhgy5lmrx1.jpg	https://www.comforty.ru/upload/iblock/559/ovl97gt3jf3tr7wiqwkc1hril2whv29n.jpg	https://www.comforty.ru/upload/iblock/e28/3n18efbdfotj7hc893b0cbfnswi1c94d.jpg	https://www.comforty.ru/upload/iblock/6e4/4joeeq2pr7lhf97z71pl39xw5r9y476l.jpg	https://www.comforty.ru/upload/iblock/144/hpu090wj1o0gen5g9ba9y95ix21r8vv4.jpg	https://www.comforty.ru/upload/iblock/b1a/6740b6tch32uhgmlye3y63ylk0uf2gll.jpg	https://www.comforty.ru/upload/iblock/8d3/e0xa1eliu3mzq7cuq1wx3ho21ojdi8rz.jpg			https://www.comforty.ru/upload/iblock/b06/f56bu31cpe8fpokuuoq48xhya61jkgcb.jpg
00-00012242	COMFORTY. Накладная раковина GL04 стеклянная	Раковины	GL04	13 580р.	18 990р.	6,93		360	112	360	Санфарфор	Золотой	440	180	440	4630100143480	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина чаша Comforty GL04 Артикул: GL04 Материал: закаленное стекло Габаритные размеры ШхВхГ: 360*112*360 мм Цвет: золотое прозрачное стекло Вес - 6,8 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из золотого прозрачного закаленного стекла для установки на тумбу или столешницу Внутренняя поверхность гладкая, внешняя граненная.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/steklyannaya-kruglaya-rakovina-36-sm-comforty-gl04-zolotoe-prozrachnoe-steklo/	https://www.comforty.ru/upload/iblock/a91/lqp32qtmk9zf5d4dtuzfloc4zpix2hps.jpg	https://www.comforty.ru/upload/iblock/4c4/84ti6m1lk9ikcwnls5ovlopvn8c6enog.jpg	https://www.comforty.ru/upload/iblock/b86/ugwjdom71wjq9ohvvce4ekq3bhlkb972.jpg	https://www.comforty.ru/upload/iblock/c4d/scmjd2d054h8z3e1zzfmw43dj8j2czhc.jpg	https://www.comforty.ru/upload/iblock/9ee/10as8rlmv5zyvi8v6chttf46jxgf69cs.jpg	https://www.comforty.ru/upload/iblock/6b5/4w3dmog2moi8e5h5t5bnknvzrcfmcs73.jpg	https://www.comforty.ru/upload/iblock/ae9/hsjsthar7x6zh8pd5r14kevqy6ejnfgs.jpg	https://www.comforty.ru/upload/iblock/c81/yy11c54uy9wjkl7l02qdx4169qt1z4wy.jpg	https://www.comforty.ru/upload/iblock/409/8av13psdobaqnoskg64o3wqqymhvfc5b.jpg			https://www.comforty.ru/upload/iblock/f70/4h5cm13ugiad8lsv3uzifn9494xavond.jpg
00-00012243	COMFORTY. Накладная раковина GL05 стеклянная	Раковины	GL05	13 580р.	18 990р.	6,93		360	112	360	Санфарфор	Золотой	440	180	440	4630100143497	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина чаша Comforty GL05 Артикул: GL05 Материал: закаленное стекло Габаритные размеры ШхВхГ: 360*112*360 мм Цвет: золотое стекло Вес - 6,8 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из золотого закаленного стекла для установки на тумбу или столешницу Внутренняя поверхность гладкая, внешняя граненная.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/steklyannaya-kruglaya-rakovina-36-sm-comforty-gl05-zolotoe-steklo/	https://www.comforty.ru/upload/iblock/eb8/tvp8doswrn8q74lfiid77s1qou3daxvg.jpg	https://www.comforty.ru/upload/iblock/1a5/2hp9we10orld0w3z5zo4f7dq0f5rwiyn.jpg	https://www.comforty.ru/upload/iblock/af7/4yrt2wn0jcncf7y9mqfu8l08xdpm6dhs.jpg	https://www.comforty.ru/upload/iblock/1d7/mofhxa1o371vrd10wyly8bb2ha2f1987.jpg	https://www.comforty.ru/upload/iblock/bc6/8n9t1guko108prwn2oq2zdhq11lg9psx.jpg	https://www.comforty.ru/upload/iblock/bb1/n032nmdud7yi6gc0rz0cg91kw5gth5vn.jpg	https://www.comforty.ru/upload/iblock/5bf/33oncoj2jle9o3fmjj1t1mb6fds072v9.jpg	https://www.comforty.ru/upload/iblock/cef/kz6diz21xzoqrzkvr2vmk33tqjvuhqsp.jpg	https://www.comforty.ru/upload/iblock/dcd/p5lem0fshr1f71ufqe9kqcc4xqqjisfy.jpg			https://www.comforty.ru/upload/iblock/e01/hsxj553qzsmbwb14oqh70jyicmq8d9dp.jpg
00-00012244	COMFORTY. Накладная раковина GL10 стеклянная	Раковины	GL10	13 580р.	18 990р.	6,93		360	112	360	Санфарфор	Черный	440	180	440	4630100145503	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина чаша Comforty GL10 Артикул: GL10 Материал: закаленное стекло Габаритные размеры ШхВхГ: 360*112*360 мм Цвет: черное прозрачное стекло Вес - 6,8 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из черного прозрачного закаленного стекла для установки на тумбу или столешницу. Внутренняя поверхность гладкая, внешняя граненная.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/steklyannaya-kruglaya-rakovina-36-sm-comforty-gl10-chernoe-prozrachnoe-steklo/	https://www.comforty.ru/upload/iblock/26d/mi7hy4gmfa2xtpxlhccz5yf0r6g15xxu.jpg	https://www.comforty.ru/upload/iblock/f17/cdeahgf3t2gwmtw4r0kfc9d6en0nmxaj.jpg	https://www.comforty.ru/upload/iblock/721/3yug387yc0g0cbucoeb18hsae0gmdagz.jpg	https://www.comforty.ru/upload/iblock/ad6/aghbzpkfqwlcefjyv35s66od8ne5dgbp.jpg	https://www.comforty.ru/upload/iblock/92c/ohwnjv1zh3i9sj0ufafxxp6xbp0k2fay.jpg	https://www.comforty.ru/upload/iblock/a12/79rgu1q3kdgb3cl6jpagyht8jfl0jb5d.jpg	https://www.comforty.ru/upload/iblock/f3b/ichu7c637uk968v8peqftves8e671eyc.jpg	https://www.comforty.ru/upload/iblock/99f/r3w64dmej5sqipigaq8mim41h3gs7sg4.jpg	https://www.comforty.ru/upload/iblock/255/djguwywpajcu1coj8sa24siyesrh05qg.jpg			https://www.comforty.ru/upload/iblock/cdf/vginq9ykd8x6ndb9on6v4oac7uy2b6vh.jpg
00-00012221	COMFORTY. Раковина COMFORTY J2110	Раковины	J2110	8 410р.	11 750р.	8.9		415	145	415	Санфарфор	0	430	170	430	4630100143510	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина-чаша Comforty J2110 Артикул: J2110 Материал: фарфор Габаритные размеры ШхВхГ: 415*145*415 мм Цвет: комбинированный черный/белый Вес - 8 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из фарфора для установки на тумбу или столешницу Раковина двухцветная. Внешняя поверхность окрашена глазурью черный цвет, внутренняя поверхность чаши белый глянец. Внешний борт чаши украшен орнаментом с имитацией горизонтальной волны.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/nakladnaya-kruglaya-rakovina-chasha-41-5-sm-comforty-j2110/	https://www.comforty.ru/upload/iblock/24f/hy3n1p49e1zb6gzedu6nx7tkm1ked47y.jpg	https://www.comforty.ru/upload/iblock/573/udca9hjfcx0t5ch4mh3qmo26m6uu3ilv.jpg	https://www.comforty.ru/upload/iblock/a69/kn9vro076pdnosj1z4wfviqcq4pv69p1.jpg	https://www.comforty.ru/upload/iblock/c01/jboxxoc3ee7i8o5gzj6hbhqtlxkz9lc5.jpg	https://www.comforty.ru/upload/iblock/2f3/8lmb3npp74x3dgvjc4rk1pi84nxrca5k.jpg	https://www.comforty.ru/upload/iblock/01d/54e3irrq3p1b9pihdqimoyvtwvbc17g2.jpg	https://www.comforty.ru/upload/iblock/408/uro0ox8nglg53qkm15zxvnlplou8bswa.jpg	https://www.comforty.ru/upload/iblock/5fe/7uvamb24mw27fxdnriim31ffwzox40ab.jpg	https://www.comforty.ru/upload/iblock/6f7/9omhr3aws24gt4t6c66aq6orcaeo7oq5.jpg			https://www.comforty.ru/upload/iblock/032/qrvog75nfce5zq6azczyyzz6qu29wi3n.jpg
00-00012529	COMFORTY. Раковина COMFORTY 114MDG темно-зеленая матовая	Раковины	114MDG	11 700р.	16 350р.	9,75		415	120	415	Санфарфор	темно-зеленый	430	150	430	4630100143596	Нет	Нет		Накладная	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина-чаша Comforty 114MDG Артикул: 114MDG Материал: фарфор Габаритные размеры ШхВхГ: 415*120*415 мм Цвет: темно-зеленый матовый Вес - 9 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из фарфора для установки на тумбу или столешницу  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/nakladnaya-kruglaya-rakovina-chasha-comforty-114mdg-temno-zelenaya-matovaya/	https://www.comforty.ru/upload/iblock/2fd/qkwnffkpckuda28px5xv0ehxsc5vl8tq.jpg	https://www.comforty.ru/upload/iblock/b6e/sog2dnoiuzthlde1e96ftye9v4kjy42a.jpg	https://www.comforty.ru/upload/iblock/242/ndgw6i414xh3yjutt4942iv8hzlluehf.jpg	https://www.comforty.ru/upload/iblock/c6c/46ml06rzzqv1iky58czg6ukrcfukk8no.jpg	https://www.comforty.ru/upload/iblock/ff2/0e6cqwnvk451tx7606jeciwmo5hi3x87.jpg	https://www.comforty.ru/upload/iblock/1e8/ikzw521t872b40aqa034wg1tfwjiezvm.jpg	https://www.comforty.ru/upload/iblock/9d4/s0bg95t9cz32nou1oz2xh0q81am7mz2e.jpg	https://www.comforty.ru/upload/iblock/e28/8svy6o8m0r02py2cpmc53ynof11434pv.jpg				https://www.comforty.ru/upload/iblock/a5a/k8cvt0xpnkzb3jqgkcmcm80mubpg95w6.jpg
00-00012533	COMFORTY. Раковина COMFORTY 78574-60	Раковины	78574-60	7 710р.	10 770р.	10,5		600	110	400	Санфарфор	Белый	620	140	420	4630100143756	Да	Нет		Накладная	Comforty	Гарантийный срок 5 лет	Название: накладная мебельная раковина Comforty 78574-60 Артикул: 78574-60 Цвет: белый  Способ установки: накладная, подвесная Форма чаши: прямоугольная Материал: санитарный фарфор Переливное отверстие: нет Отверстие под смеситель: есть Назначение: мебельный умывальник для установки на тумбу. Наличие монтажных отверстий на задней стороне, позволяет также подвешивать раковину на стену. Габаритные размеры ШхВхГ: 600*110*400 мм Вес: 10 кг  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/nakladnaya-pryamougolnaya-rakovina-60-sm-comforty-78574-60-belaya/	https://www.comforty.ru/upload/iblock/055/my11yz5opuu2f1agn2q8w07ix8sbc3dc.jpg	https://www.comforty.ru/upload/iblock/8be/eooaqmo08ikdg442rs4ycb4dz5h4m89l.jpg	https://www.comforty.ru/upload/iblock/4ad/glxh5o6137h0nqeve5jcfsdv87p0r27b.jpg	https://www.comforty.ru/upload/iblock/2f5/mzacw5adodto15potuqbzvvzok1xcgaf.jpg	https://www.comforty.ru/upload/iblock/ebe/a490bxn61t4wpay1b07dtciu8684htud.jpg	https://www.comforty.ru/upload/iblock/d92/8paguzt2x20a6u2jch6grijztebt4vaa.jpg	https://www.comforty.ru/upload/iblock/720/s1a1swoasq9xszp3mfmec9rcquxagv1e.jpg	https://www.comforty.ru/upload/iblock/092/94cow0egw8hb1ueyh3ejm9zr7i06g6we.jpg	https://www.comforty.ru/upload/iblock/f7f/9cpy6adb8mwl5jqou4ily96xzo53z7an.jpg			https://www.comforty.ru/upload/iblock/3f2/p3rl5akpqy0xe68m88psuu9be8m46snc.jpg
00-00012534	COMFORTY. Раковина COMFORTY 78575MC-60 капучино матовая	Раковины	78575MC-60	13 730р.	19 190р.	16		610	150	380	Санфарфор	капучино матовый	620	170	410	4630100143732	Нет	Нет		Накладная	Comforty	Гарантийный срок 5 лет	Название: накладная прямоугольная раковина-чаша Comforty 78575MC-60 Артикул: 78575MC-60 Материал: санитарный фарфор Габаритные размеры ШхВхГ: 610*150*380 Цвет: капучино матовый Вес - 16 кг.  Способ установки: накладная Форма чаши: прямоугольная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: прямоугольный мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/nakladnaya-pryamougolnaya-rakovina-61-sm-comforty-78575mc-60-kapuchino-matovyy/	https://www.comforty.ru/upload/iblock/021/2llmixxs4pr38w8lparg8wrqufac0qw9.jpg	https://www.comforty.ru/upload/iblock/8d4/jap4zw56oy71gal433gv5uzfdmo8q0uq.jpg	https://www.comforty.ru/upload/iblock/c6a/q51a2bq51bmumn9exc1kmobge9i79353.jpg	https://www.comforty.ru/upload/iblock/a2d/s2bocct34as8xm5qjvd3yzcn4cf0x3ce.jpg	https://www.comforty.ru/upload/iblock/cb6/n2yp304yqopxqii5an0btxfo68dew0ob.jpg	https://www.comforty.ru/upload/iblock/b49/n1r9lyi4355qw4j86k95q2gqt70r3fxs.jpg	https://www.comforty.ru/upload/iblock/1bd/kexw53wtq8k6cqy8b2oqsxpaz1yyj505.jpg	https://www.comforty.ru/upload/iblock/c7f/3zuk86tc90l8yafddwpvwmrl2q97tj1m.jpg				https://www.comforty.ru/upload/iblock/423/7l075jz43t1hm4xi05tsmiss97oyiwsv.jpg
00-00012535	COMFORTY. Раковина COMFORTY 78575MDG-60 темно-зеленая матовая	Раковины	78575MDG-60	13 730р.	19 190р.	16		610	150	380	Санфарфор	темно-зеленый	620	170	410	4630100143770	Нет	Нет		Накладная	Comforty	Гарантийный срок 5 лет	Название: накладная прямоугольная раковина-чаша Comforty 78575MDG-60 Артикул: 78575MDG-60 Материал: санитарный фарфор Габаритные размеры ШхВхГ: 610*150*380 Цвет: темно-зеленый матовый Вес - 16 кг.  Способ установки: накладная Форма чаши: прямоугольная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: прямоугольный мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/nakladnaya-pryamougolnaya-rakovina-61-sm-comforty-78575mdg-60-temno-zelenyy-matovyy/	https://www.comforty.ru/upload/iblock/bd2/w3inpbkymse592i8yvdb3h58f5wsvc00.jpg	https://www.comforty.ru/upload/iblock/f61/v9bbmcdwcwwmdzucui9e1yuuj8x8arur.jpg	https://www.comforty.ru/upload/iblock/212/n8nx51c0zd2h471a62qblrmy69hb2th3.jpg	https://www.comforty.ru/upload/iblock/7dd/3oopawsecg8wa0whx43tbuh83sw5h2qn.jpg	https://www.comforty.ru/upload/iblock/ecb/vws43baeg91hgp2luh3f30on9vku4trj.jpg	https://www.comforty.ru/upload/iblock/2f1/ers5dpjf5nf8ancc3zpgv1h11w57svpp.jpg	https://www.comforty.ru/upload/iblock/1a2/u99tcv5c97u17tdxuzdeu5rt43bmwiuj.jpg	https://www.comforty.ru/upload/iblock/23c/f8o6wmquvde6qbh23mak23gp9gszs7pm.jpg				https://www.comforty.ru/upload/iblock/18b/o4h8u4zv5ie9yld5ksmc35nzvsa3z2cw.jpg
00-00012532	COMFORTY. Раковина COMFORTY 78728MB черная матовая	Раковины	78728MB	9 390р.	13 120р.	8,4		360	120	360	Санфарфор	Черный матовый	380	140	380	4630100143695	Нет	Нет		Раковина-чаша	Comforty	Гарантийный срок 5 лет	Название: накладная круглая раковина-чаша Comforty 78728MB Артикул: 78728MB Материал: фарфор Габаритные размеры ШхВхГ: 360*120*360 мм Цвет: черный матовый Вес - 7 кг.  Способ установки: накладная Форма чаши: круглая Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник из фарфора для установки на тумбу или столешницу. Внешний борт чаши украшен орнаментом с имитацией вертикальной волны.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/nakladnaya-kruglaya-rakovina-chasha-comforty-78728mb-chernaya-matovaya/	https://www.comforty.ru/upload/iblock/417/6vg3kx5sowbc6so4bgmf18p9erlntb9t.jpg	https://www.comforty.ru/upload/iblock/b5b/gi3jniv8sr327h0vrq9zsw0h9gy3tlql.jpg	https://www.comforty.ru/upload/iblock/f9f/3qd2xlvqp7rntklswmyzf3veub0ahnyr.jpg	https://www.comforty.ru/upload/iblock/e21/3abxch7lctgsk3n9dptezz0oq8j1e2h0.jpg	https://www.comforty.ru/upload/iblock/a5f/w3ocd13azhyefwuf1bs2zp7nqmssu17u.jpg	https://www.comforty.ru/upload/iblock/304/2qq8ji0904b2zxe6b0vq9tz1xpeyl3o0.jpg	https://www.comforty.ru/upload/iblock/7c6/voh0s592ejmxrj9pjt8tqwxfbh08j3hg.jpg	https://www.comforty.ru/upload/iblock/59b/4oydkh2htfz0r81ak5x2h3mu19cotjjg.jpg				https://www.comforty.ru/upload/iblock/458/pqiwozq1pp28l4zrkiafkhuw56igdbfq.jpg
